location,total_sqft,bath,balcony,bhk,price
Uttarahalli,1260.0,2.0,2.0,2,55.0
Indira Nagar,2400.0,4.0,1.0,4,700.0
Lingadheeranahalli,1894.0,4.0,1.0,3,114.0
2nd Stage Nagarbhavi,1500.0,4.0,2.0,6,233.0
Jakkur,1950.0,3.0,2.0,3,131.0
Sector 2 HSR Layout,1231.0,2.0,3.0,2,66.0
Mahadevpura,1236.0,2.0,1.0,2,58.0
R.T. Nagar,1800.0,3.0,0.0,4,120.0
KAMAKIYA,1650.0,3.0,2.0,3,135.0
Kirloskar Layout,750.0,3.0,1.0,5,88.0
Begur,1443.0,2.0,2.0,3,70.0
Ramamurthy Nagar,886.0,4.0,2.0,4,120.0
Wheelers Road,925.0,2.0,1.0,2,68.0
Chandapura,1305.0,3.0,1.0,3,33.28
Alfa Garden Layout,1190.0,2.0,2.0,2,46.41
Uttarahalli,1284.0,2.0,2.0,2,53.36
MM Layout,350.0,3.0,1.0,4,45.0
Palace Guttahalli,875.0,3.0,1.0,3,115.0
Chikkalasandra,1325.0,2.0,1.0,2,59.0
Sector 6 HSR Layout,2400.0,5.0,2.0,6,750.0
Kudlu Gate,1183.0,2.0,1.0,2,79.54
Rajiv Gandhi Nagar,1750.0,3.0,2.0,3,100.0
Nagashetty Halli,16335.0,4.0,2.0,4,149.0
Doddagubbi,747.0,1.0,2.0,1,27.0
Electronic City,1342.0,2.0,1.0,2,90.0
Motappa Layout,1113.0,2.0,1.0,2,52.0
Devarabeesana Halli,1738.0,3.0,2.0,3,110.0
Hebbal,2790.0,4.0,3.0,4,198.0
Hebbal,1162.0,2.0,1.0,2,59.0
Parappana Agrahara,1194.0,2.0,2.0,2,46.0
Sarjapur  Road,1857.0,4.0,3.0,3,155.0
Rajaji Nagar,1763.0,3.0,2.0,2,240.0
Uttarahalli,1150.0,2.0,1.0,2,45.99
Koramangala,2400.0,5.0,3.0,4,550.0
Chikkalasandra,1290.0,2.0,2.0,2,72.0
HBR Layout,900.0,2.0,1.0,2,145.0
Sanjay nagar,1150.0,2.0,0.0,2,70.0
Banashankari,1040.0,2.0,1.0,3,109.0
Yeshwanthpur,1160.0,2.0,2.0,2,64.08
Soundarya Layout,900.0,2.0,2.0,2,27.0
Sarjapur  Road,1750.0,3.0,1.0,4,185.0
Electronic City,1320.0,2.0,1.0,3,38.12
Lingadheeranahalli,2240.0,4.0,2.0,4,160.0
Electronics City Phase 1,891.0,2.0,1.0,2,26.0
Udaya Nagar,1000.0,4.0,3.0,5,80.0
Ambedkar Nagar,1852.0,3.0,2.0,3,125.0
Chandapura,1323.0,2.0,1.0,3,42.0
Vittasandra,1404.0,2.0,1.0,2,67.5
Dodda Nekkundi,1370.0,2.0,2.0,2,60.0
Uttarahalli,1385.0,2.0,2.0,3,48.48
Gollarapalya Hosahalli,1129.0,2.0,1.0,2,50.0
Mahalakshmi Layout,1876.0,3.0,1.0,3,150.0
Brooke Bond First Cross,1720.0,3.0,1.0,3,95.0
Jalahalli East,1200.0,4.0,1.0,4,80.0
Mysore Road,1175.0,2.0,2.0,2,86.68
Nagawara Junction,500.0,1.0,2.0,1,51.0
Dasappa Layout,1200.0,5.0,2.0,5,85.0
Electronic City Phase II,1200.0,1.0,0.0,1,295.0
Hosa Road,1893.0,3.0,2.0,3,130.0
Whitefield,1430.0,3.0,2.0,3,52.0
Green View Layout,850.0,2.0,2.0,2,45.0
CV Raman Nagar,1392.0,2.0,1.0,2,110.0
Kanakpura Road,1938.0,3.0,3.0,3,105.0
Chennammanakere Achukattu,1020.0,2.0,2.0,2,52.0
"beml layout, basaveshwara nagar",2400.0,2.0,1.0,3,360.0
HBR Layout,1832.0,3.0,2.0,3,160.0
Konanakunte,1423.0,2.0,2.0,3,85.0
Jakkur,1432.0,2.0,1.0,2,85.0
2nd Block Hrbr Layout,1350.0,4.0,3.0,4,235.0
BTM 2nd Stage,1500.0,6.0,0.0,8,270.0
CV Raman Nagar,1480.0,3.0,2.0,3,65.0
Kanakpura Road,1843.0,3.0,2.0,3,96.2
Lingarajapuram,760.0,4.0,2.0,3,95.0
Hulimavu,1916.0,2.0,1.0,3,150.0
Hennur,1255.0,2.0,1.0,2,55.5
Yelenahalli,1160.0,2.0,2.0,2,44.08
Old Madras Road,2640.0,2.0,1.0,2,170.0
Bommanahalli,1160.0,2.0,3.0,2,53.0
Lakshminarayana Pura,1200.0,2.0,1.0,2,80.0
7th Phase JP Nagar,1100.0,2.0,1.0,2,44.0
Ramagondanahalli,1500.0,3.0,3.0,3,100.0
Electronic City Phase II,1336.0,2.0,3.0,3,50.35
Choodasandra,1065.0,2.0,1.0,2,46.0
Hebbal,1294.0,2.0,1.0,2,115.0
Rachenahalli,1550.0,3.0,2.0,3,68.5
Whitefield,1216.0,2.0,1.0,2,75.0
Bank Of Baroda Colony,1005.0,2.0,2.0,2,40.0
7th Phase JP Nagar,1430.0,2.0,1.0,3,102.0
Frazer Town,4100.0,4.0,3.0,4,660.0
Hoodi,1660.0,3.0,2.0,3,125.0
Thanisandra,1430.0,2.0,3.0,3,56.0
Hennur Road,1470.0,2.0,1.0,3,75.0
Jalahalli,1045.0,2.0,1.0,2,76.77
Hebbal,4225.0,6.0,0.0,4,359.0
Anjanapura,950.0,2.0,0.0,2,30.0
Doddathoguru,1382.0,3.0,1.0,3,65.0
BTM 2nd Stage,930.0,2.0,2.0,2,46.0
Sarjapur  Road,1660.0,2.0,2.0,3,116.0
Vijinapura,1290.0,2.0,2.0,2,71.95
Whitefield,1010.0,2.0,1.0,3,45.0
Dodda Nekkundi,1200.0,2.0,2.0,2,71.0
3rd Block Hrbr Layout,1650.0,3.0,2.0,3,140.0
Budigere,1636.0,3.0,2.0,3,88.0
Rajaji Nagar,2367.0,3.0,2.0,3,320.0
Budigere,1153.0,2.0,2.0,2,56.55
Hegde Nagar,2087.01,4.0,2.0,3,160.0
LB Shastri Nagar,1200.0,2.0,1.0,2,47.0
HSR Layout,1844.0,3.0,1.0,3,89.0
Begur Road,1215.0,2.0,1.0,2,43.75
Sarjapur  Road,1194.0,2.0,1.0,2,57.0
Chennappa Layout,1220.0,2.0,2.0,2,52.0
1st Block HBR Layout,3150.0,4.0,2.0,4,150.0
Kanakpura Road,525.0,1.0,1.0,1,26.0
Bommasandra,955.0,2.0,1.0,2,37.97
Magadi Road,884.0,2.0,1.0,2,48.0
Kathriguppe,1250.0,2.0,1.0,2,68.75
Bommasandra Industrial Area,7000.0,2.0,1.0,2,135.0
Dodda Nekkundi,2400.0,4.0,2.0,3,300.0
Harlur,2990.0,4.0,1.0,4,225.0
Bellandur,1195.0,2.0,1.0,2,52.0
Sadhguru Layout,2559.0,1.0,1.0,1,55.0
Begur,1200.0,2.0,1.0,2,33.0
Sarjapur  Road,984.0,2.0,1.0,2,45.75
Bommasandra,1089.0,2.0,1.0,2,40.0
Hennur Road,1165.0,2.0,1.0,2,52.0
Chandapura,410.0,1.0,1.0,1,10.0
Hennur,1482.0,3.0,1.0,3,110.0
Ramamurthy Nagar,1200.0,2.0,1.0,2,68.0
Kanakapura,1938.0,3.0,3.0,3,113.0
Hormavu,1166.0,2.0,2.0,3,34.97
Chikkalasandra,1275.0,2.0,2.0,3,55.46
Mico Layout,1140.0,2.0,2.0,2,43.0
Hegde Nagar,3734.0,5.0,1.0,4,430.0
Tejaswini Nagar,720.0,1.0,2.0,1,28.0
Nagarbhavi,1200.0,3.0,2.0,3,228.0
Richards Town,1100.0,2.0,1.0,2,90.0
Sector 7 HSR Layout,1162.0,2.0,2.0,2,98.77
Ramamurthy Nagar,540.0,1.0,0.0,1,35.0
Rachenahalli,1550.0,2.0,2.0,3,73.5
Ullal Road,1200.0,5.0,1.0,5,130.0
Chikbasavanapura,1220.0,2.0,2.0,2,60.0
Doddathoguru,964.0,2.0,1.0,2,62.0
"Electronic City Phase 1, ",1500.0,3.0,2.0,3,50.0
Sarjapur  Road,1347.0,2.0,1.0,3,44.0
Bannerghatta Road,3000.0,4.0,2.0,4,140.0
Bannerghatta,1120.0,2.0,1.0,2,42.5
Lake City,600.0,1.0,1.0,1,22.8
Whitefield,2321.0,4.0,1.0,3,157.0
Bhagyalakshmi Avenue,540.0,1.0,2.0,1,24.0
Hebbal,1150.0,2.0,1.0,2,57.0
Sonnenahalli,1484.0,3.0,1.0,3,75.0
Byagadadhenahalli,620.0,2.0,1.0,2,23.0
Dodda Banaswadi,1650.0,3.0,2.0,3,78.0
Chuchangatta Colony,1250.0,3.0,2.0,3,44.0
Hanuman Nagar,2072.0,3.0,2.0,3,108.0
Sarjapur  Road,1105.0,2.0,2.0,2,40.0
Vidyaranyapura,1200.0,2.0,2.0,2,60.5
Kumaraswami Layout,3100.0,7.0,3.0,7,145.0
Whitefield,4007.0,4.0,3.0,4,530.0
Electronic City,550.0,2.0,1.0,2,16.0
Banashankari,1340.0,2.0,2.0,3,53.6
Rajaji Nagar,2409.0,3.0,3.0,3,395.0
Haralur Road,1194.0,2.0,2.0,2,46.0
Vittasandra,1246.0,2.0,1.0,2,65.0
Old Airport Road,1055.0,2.0,3.0,2,75.0
Hosa Road,1541.0,3.0,1.0,3,69.61
Harlur,1370.0,2.0,2.0,2,88.0
Whitefield,1224.0,2.0,2.0,2,75.0
Kengeri Satellite Town,650.0,2.0,1.0,4,58.0
Kambipura,883.0,2.0,1.0,2,39.0
Shree Ananth Nagar Layout,1154.0,2.0,1.0,2,57.0
Kanakpura Road,1610.0,3.0,3.0,3,78.5
Devasthanagalu,1057.0,2.0,1.0,2,42.0
Raja Rajeshwari Nagar,1157.0,2.0,1.0,2,65.0
Doddagubbi,1200.0,4.0,1.0,4,85.0
Dasappa Layout,1500.0,7.0,3.0,7,130.0
Gulimangala,980.0,2.0,3.0,2,35.0
Sarjapur  Road,1140.0,2.0,1.0,2,40.0
Raja Rajeshwari Nagar,1206.0,2.0,1.0,2,40.7
Electronic City Phase II,575.0,1.0,1.0,1,16.75
Koramangala,1600.0,3.0,1.0,3,170.0
1st Stage Indira Nagar,2400.0,4.0,1.0,4,500.0
Horamavu Agara,1300.0,2.0,2.0,3,52.0
Tunganagara,1270.0,2.0,1.0,3,35.56
Electronic City,1128.0,2.0,1.0,2,63.5
Electronics City Phase 1,640.0,1.0,1.0,1,45.0
4th T block Jayanagar,2400.0,3.0,2.0,3,185.0
TC Palaya,1200.0,2.0,0.0,3,66.0
Kanakapura,1090.0,2.0,2.0,2,38.15
Electronic City,589.0,1.0,1.0,1,29.0
Electronic City,1125.0,2.0,1.0,2,28.13
Kogilu,1140.0,2.0,2.0,2,50.66
Sarjapur  Road,3150.0,4.0,2.0,4,500.0
Kundalahalli,1315.0,2.0,3.0,2,74.0
Bellandur,1435.0,2.0,2.0,3,115.0
Haralur Road,1092.0,2.0,2.0,2,44.0
Kadugodi,1314.0,2.0,3.0,2,80.0
Koramangala,1260.0,2.0,1.0,2,100.0
Srirampura,1875.0,5.0,1.0,7,192.0
Nagarbhavi,1080.0,2.0,1.0,2,49.0
Nagasandra,4000.0,8.0,3.0,8,160.0
Mysore Road,1082.0,2.0,1.0,3,45.0
Jakkur,1150.0,3.0,2.0,3,65.0
Hennur Road,1052.0,2.0,1.0,2,34.72
Yelahanka,1045.0,2.0,1.0,2,45.0
Kodigehaali,1442.0,3.0,2.0,3,80.0
Kaggadasapura,1500.0,2.0,2.0,3,75.0
Marsur,497.0,1.0,1.0,2,20.0
Hennur,1255.0,2.0,1.0,2,53.57
Vajarahalli,1432.0,3.0,2.0,3,79.0
Kundalahalli,2100.0,3.0,2.0,3,150.0
Hennur Road,1450.0,2.0,2.0,2,80.0
Sarjapur  Road,1346.0,2.0,1.0,2,69.61
Kumaraswami Layout,1200.0,2.0,2.0,2,29.0
Electronic City Phase II,925.0,2.0,1.0,3,49.82
Dasarahalli,1160.0,2.0,2.0,2,49.0
Lingadheeranahalli,1768.0,3.0,3.0,3,81.31
Kothanur,1094.0,2.0,2.0,2,54.0
Seetharampalya,1500.0,3.0,3.0,3,90.0
Gubbalala,1745.0,3.0,2.0,3,130.0
Byadarahalli,3500.0,3.0,3.0,4,425.0
Sonnenahalli,1550.0,3.0,1.0,3,50.0
Rajiv Nagar,2340.0,5.0,1.0,4,160.0
Whitefield,1655.0,3.0,2.0,3,113.0
Battarahalli,2024.0,3.0,2.0,3,103.0
Siddapura,3100.0,5.0,0.0,4,425.0
Jalahalli,1575.0,4.0,3.0,3,100.0
Iblur Village,1920.0,3.0,2.0,3,130.0
Sarjapur  Road,6200.0,4.0,2.0,4,744.0
Kambipura,1082.0,2.0,1.0,3,55.0
BTM 2nd Stage,1265.0,2.0,3.0,3,55.0
Kengeri Satellite Town KHB Apartment,1100.0,2.0,2.0,3,45.0
Margondanahalli,1160.0,2.0,1.0,2,65.0
Vittasandra,1246.0,2.0,1.0,2,67.4
Hosa Road,615.0,1.0,1.0,1,43.08
7th Phase JP Nagar,1128.0,2.0,1.0,2,60.0
Tirumanahalli,1260.0,2.0,1.0,2,55.0
Bellandur,1830.0,3.0,3.0,3,89.89
Sarjapur,1525.0,2.0,2.0,3,68.0
Yelahanka,602.0,2.0,1.0,1,30.0
Kumaraswami Layout,3000.0,4.0,2.0,7,400.0
Hegde Nagar,1835.0,3.0,3.0,3,89.0
Kanakpura Road,1250.0,3.0,3.0,3,62.6
Subhash Nagar,1200.0,4.0,1.0,4,110.0
Murugeshpalya,1855.0,3.0,3.0,3,96.0
Kanakpura Road,1450.0,3.0,3.0,3,60.91
Sarjapur  Road,2089.0,3.0,2.0,3,148.0
Haralur Road,1464.0,3.0,2.0,3,56.0
Banashankari Stage VI,4800.0,3.0,2.0,4,200.0
Begur Road,1200.0,2.0,2.0,2,44.73
Sarjapur,1095.0,2.0,1.0,2,45.0
Ambedkar Nagar,2900.0,3.0,2.0,3,297.0
BTM 2nd Stage,2500.0,3.0,2.0,3,345.0
Kothanur,1170.0,3.0,2.0,3,80.0
6th Phase JP Nagar,1280.0,2.0,1.0,2,88.0
Rajaji Nagar,1224.0,2.0,0.0,2,105.0
Thanisandra,1694.0,3.0,1.0,3,125.0
Electronic City,825.0,2.0,1.0,2,30.0
Sarjapur  Road,1612.0,3.0,1.0,3,98.38
Chandapura,985.0,2.0,1.0,2,25.12
Murugeshpalya,1175.0,2.0,2.0,2,75.0
Sunkadakatte,600.0,1.0,0.0,1,24.0
Whitefield,1740.0,3.0,3.0,3,85.0
Carmelaram,1770.0,3.0,2.0,3,99.0
HAL 2nd Stage,1000.0,7.0,3.0,8,260.0
Horamavu Agara,1090.0,2.0,1.0,2,46.0
Vasanth nagar,2295.0,3.0,0.0,6,650.0
Whitefield,4144.0,5.0,1.0,5,331.0
Jogupalya,1800.0,3.0,1.0,3,130.0
Jigani,1221.0,3.0,3.0,3,65.0
8th Phase JP Nagar,1046.0,2.0,1.0,2,48.0
Uttarahalli,1290.0,2.0,3.0,3,56.12
Electronic City Phase II,1065.0,2.0,1.0,2,30.76
Ambedkar Nagar,1850.0,4.0,2.0,3,121.0
Battarahalli,1097.0,2.0,1.0,2,49.0
Kalena Agrahara,1200.0,3.0,2.0,2,70.0
Varthur,2160.0,3.0,2.0,3,170.0
Anekal,1140.0,2.0,2.0,2,52.0
Thigalarapalya,1297.0,2.0,2.0,2,98.0
Padmanabhanagar,1150.0,2.0,0.0,2,50.0
Kuvempu Nagar,1375.0,2.0,1.0,2,45.0
Babusapalaya,1245.0,2.0,2.0,2,58.0
Vasanth nagar,4750.0,6.0,1.0,4,948.0
Nagarbhavi,1800.0,3.0,0.0,4,180.0
Brookefield,1594.0,3.0,2.0,3,140.0
TC Palaya,1200.0,2.0,0.0,3,66.0
Chandapura,645.0,1.0,1.0,1,16.45
Kanakpura Road,700.0,2.0,2.0,2,36.0
Rajaji Nagar,2500.0,4.0,0.0,5,650.0
Raja Rajeshwari Nagar,1000.0,2.0,0.0,2,50.0
Whitefield,4000.0,5.0,1.0,6,540.0
Begur Road,1160.0,2.0,2.0,2,42.0
Uday Nagar,1200.0,6.0,0.0,6,85.0
OMBR Layout,600.0,3.0,0.0,5,140.0
Gopalkrishna Nagar,1570.0,2.0,2.0,3,95.0
Sarjapur  Road,1290.0,2.0,2.0,2,88.0
Kudlu Gate,1200.0,2.0,1.0,2,44.4
Langford Gardens,2777.29,5.0,2.0,3,649.0
Shanti Nagar,2250.0,3.0,0.0,3,180.0
Akshayanagara East,1145.0,2.0,2.0,2,44.0
Chikkabanavar,1320.0,2.0,2.0,3,46.0
Electronic City Phase II,1065.0,2.0,1.0,2,30.75
Whitefield,1650.0,3.0,2.0,3,48.0
Sarjapur  Road,1371.0,2.0,1.0,2,86.0
Doddanakunte,2700.0,5.0,2.0,5,150.0
Electronic City,1575.0,3.0,1.0,3,94.5
Yelahanka,1362.0,2.0,2.0,2,66.0
Haralur Road,1255.0,3.0,1.0,3,90.0
Whitefield,925.0,2.0,1.0,2,35.0
Electronics City Phase 1,1088.0,2.0,1.0,2,30.46
Yelahanka,1234.0,2.0,2.0,2,80.0
Sarjapur  Road,2140.0,3.0,2.0,3,139.0
Thubarahalli,1584.0,3.0,2.0,3,101.0
Whitefield,1175.0,2.0,2.0,2,50.0
Sarjapura - Attibele Road,1555.0,3.0,3.0,3,52.0
Chandapura,645.0,1.0,1.0,1,16.45
Dodda Nekkundi,1585.0,2.0,2.0,3,79.0
Kalena Agrahara,1354.0,2.0,2.0,2,71.0
Madiwala,1165.0,2.0,2.0,2,45.0
Kumaraswami Layout,1200.0,3.0,1.0,3,75.0
Hebbal,1740.0,2.0,1.0,3,137.0
Rachenahalli,985.0,2.0,1.0,2,50.17
Chandapura,1200.0,2.0,1.0,2,36.0
Kattigenahalli,600.0,4.0,2.0,3,70.0
Duddanahalli,1340.0,2.0,2.0,3,47.0
Begur Road,1583.0,3.0,1.0,3,95.23
Basaveshwara Nagar,1200.0,1.0,1.0,2,180.0
Bannerghatta Road,1122.5,2.0,0.0,2,61.74
Thanisandra,1573.0,3.0,2.0,3,100.0
CV Raman Nagar,1227.0,2.0,2.0,2,42.88
Yemlur,1210.0,2.0,1.0,2,60.0
Basavangudi,1650.0,3.0,3.0,3,125.0
Chikkalasandra,1000.0,4.0,2.0,5,300.0
Raja Rajeshwari Nagar,1485.0,2.0,2.0,3,63.0
Haralur Road,1735.0,3.0,2.0,3,97.0
Hebbal Kempapura,1730.0,3.0,2.0,3,175.0
Sector 1 HSR Layout,1684.0,3.0,2.0,3,86.0
Sai Gardens,1686.0,3.0,3.0,3,77.0
Bikasipura,1654.0,3.0,3.0,3,82.0
Green Glen Layout,1600.0,3.0,3.0,3,105.0
KR Puram,1100.0,2.0,1.0,2,39.9
Bannerghatta Road,1655.0,3.0,3.0,3,95.0
Hennur,1830.0,3.0,3.0,3,121.0
Hebbal,1430.0,3.0,1.0,3,85.0
Judicial Layout,1989.0,4.0,3.0,3,155.0
Sarjapur  Road,1044.0,2.0,2.0,2,55.0
Banashankari,1426.0,3.0,2.0,3,85.0
Choodasandra,1115.0,2.0,2.0,2,50.0
Yelahanka,1000.0,2.0,1.0,2,29.0
Kathriguppe,754.0,2.0,0.0,2,69.99
Electronic City Phase II,1140.0,2.0,1.0,2,33.06
Kodichikkanahalli,900.0,2.0,1.0,2,35.0
Gulakamale,1200.0,2.0,3.0,2,50.0
Malleshwaram,580.0,1.0,1.0,1,45.0
TC Palaya,1200.0,2.0,0.0,3,66.0
Munnekollal,1030.0,2.0,1.0,2,50.36
Koramangala,1910.0,4.0,3.0,3,150.0
Mahalakshmi Puram,1950.0,3.0,3.0,3,132.0
Kundalahalli,1724.0,3.0,1.0,3,125.0
Konanakunte Cross,1200.0,2.0,2.0,3,130.0
Rajaji Nagar,1314.0,2.0,0.0,2,225.0
Kothanur,1400.0,2.0,2.0,2,65.0
Kaggadasapura,1400.0,2.0,2.0,3,68.0
Hulimavu,1115.0,2.0,2.0,2,44.6
Bharathi Nagar,1300.0,2.0,2.0,2,55.86
Arishinakunte,2400.0,4.0,1.0,4,150.0
Kanakpura Road,1332.0,2.0,1.0,2,108.0
Abbigere,1000.0,2.0,1.0,2,41.0
Whitefield,1200.0,3.0,2.0,3,67.75
Electronic City,1070.0,2.0,1.0,2,48.0
Sarjapur  Road,1600.0,3.0,1.0,3,85.0
Marathahalli,1196.0,2.0,2.0,2,57.95
Electronic City,1025.0,2.0,1.0,2,54.0
Choodasandra,1220.0,3.0,2.0,3,56.0
Sarjapur  Road,2180.0,4.0,3.0,3,180.0
Jakkasandra,1600.0,3.0,2.0,3,102.0
Whitefield,1270.0,2.0,1.0,2,110.0
Jakkur,1932.47,3.0,2.0,3,183.0
Jalahalli,2086.0,3.0,2.0,3,160.0
Old Madras Road,1165.0,2.0,1.0,2,51.42
Marathahalli,1310.0,3.0,1.0,3,63.25
Rajaji Nagar,1440.0,2.0,2.0,2,165.0
Electronics City Phase 1,1900.0,3.0,2.0,3,85.0
Chandapura,740.0,1.0,1.0,2,22.0
Yeshwanthpur,2503.0,3.0,3.0,3,138.0
5th Phase JP Nagar,1075.0,2.0,2.0,2,60.0
Bellandur,1260.0,2.0,2.0,2,83.5
Yelahanka,1282.0,2.0,1.0,3,48.72
Tumkur Road,1100.0,2.0,1.0,4,60.0
Green Glen Layout,1717.0,3.0,3.0,3,125.0
Chellikere,1088.0,2.0,2.0,2,46.0
Raja Rajeshwari Nagar,1335.0,2.0,1.0,3,56.0
Vidyaranyapura,1200.0,2.0,1.0,2,42.0
Garudachar Palya,1325.0,2.0,2.0,3,60.0
JP Nagar,1157.0,2.0,1.0,2,73.0
Sahakara Nagar,1200.0,2.0,1.0,2,54.0
Pai Layout,1510.0,2.0,2.0,3,65.0
Bommanahalli,1050.0,2.0,2.0,2,54.0
Chikkadunnasandra,1200.0,2.0,2.0,2,45.0
Binny Pete,1516.0,3.0,1.0,3,147.0
Indira Nagar,2400.0,6.0,2.0,6,475.0
Channasandra,1050.0,2.0,1.0,2,44.41
Hegde Nagar,1000.0,2.0,0.0,2,66.0
9th Phase JP Nagar,1050.0,2.0,2.0,2,35.0
BEML Layout,1194.0,2.0,1.0,2,65.0
Ananth Nagar,600.0,3.0,2.0,4,62.0
Hormavu,1210.0,2.0,3.0,2,69.0
Whitefield,1660.0,3.0,1.0,3,110.0
Malleshwaram,1410.0,2.0,3.0,2,125.0
Electronics City Phase 1,1305.0,2.0,1.0,2,67.0
Kavika Layout,1800.0,6.0,2.0,6,101.0
Bannerghatta Road,1206.0,2.0,3.0,2,53.0
Kambipura,883.0,2.0,1.0,2,49.0
Bannerghatta Road,1150.0,2.0,2.0,2,55.0
Banashankari Stage II,1245.0,2.0,1.0,2,125.0
Cooke Town,1850.0,3.0,3.0,3,110.0
Hoodi,3385.0,4.0,1.0,4,220.0
Sompura,2150.0,3.0,2.0,4,85.0
Hebbal,3895.0,3.0,1.0,3,390.0
Lingarajapuram,1035.0,2.0,2.0,2,55.0
Nandini Layout,600.0,3.0,2.0,2,72.0
Zuzuvadi,1200.0,3.0,3.0,3,75.0
Hennur Road,1155.0,2.0,1.0,2,69.18
BCC Layout,1200.0,6.0,2.0,7,235.0
Electronics City Phase 1,755.0,1.0,0.0,1,30.12
Ramamurthy Nagar,960.0,2.0,2.0,2,35.0
Harsha Layout,450.0,1.0,1.0,1,20.0
Raja Rajeshwari Nagar,1571.0,3.0,3.0,3,53.12
Sarjapur  Road,1691.0,3.0,2.0,3,119.0
Kanakapura,1489.0,2.0,1.0,3,70.0
Kengeri Satellite Town,800.0,2.0,1.0,2,32.0
Jalahalli,980.0,2.0,2.0,3,60.0
Bannerghatta Road,1215.0,2.0,1.0,2,65.0
Electronic City Phase II,911.0,2.0,1.0,2,26.5
R.T. Nagar,1500.0,2.0,1.0,3,70.0
Brookefield,1588.0,2.0,3.0,2,58.0
Horamavu Banaswadi,675.0,4.0,2.0,4,68.0
Kannamangala,957.0,2.0,2.0,2,56.0
Electronic City Phase II,1200.0,2.0,1.0,2,34.65
Kanakapura main  Road,1495.0,2.0,2.0,3,52.33
Bisuvanahalli,845.0,2.0,0.0,2,34.0
Padmanabhanagar,3000.0,4.0,2.0,4,350.0
Sarjapur  Road,2206.0,4.0,1.0,3,180.0
Kasavanhalli,1181.0,2.0,1.0,2,61.0
Sarjapur  Road,1309.0,2.0,3.0,2,69.5
Horamavu Agara,1400.0,3.0,3.0,3,63.0
B Channasandra,1650.0,5.0,1.0,5,450.0
CV Raman Nagar,1225.0,2.0,2.0,2,48.0
Jakkur Plantation,1719.0,3.0,3.0,3,95.0
Abbigere,995.0,2.0,1.0,2,40.8
Mahadevpura,1120.0,2.0,2.0,2,53.0
Bellandur,1047.0,2.0,1.0,2,75.0
Devanahalli,1466.0,3.0,3.0,3,59.96
Sarjapur  Road,1691.0,3.0,2.0,3,100.0
Chandapura,876.0,2.0,2.0,2,28.47
CV Raman Nagar,1659.0,3.0,1.0,3,135.0
Whitefield,1270.0,2.0,1.0,2,105.0
8th Phase JP Nagar,1269.0,2.0,3.0,3,50.75
Kammanahalli,1200.0,3.0,2.0,2,80.0
Budigere,1153.0,2.0,2.0,2,56.5
Whitefield,1315.0,2.0,2.0,2,69.5
Hebbal Kempapura,2485.0,4.0,2.0,4,198.0
Tumkur Road,1354.0,3.0,1.0,3,85.86
Whitefield,1344.0,3.0,1.0,4,130.0
Yelahanka,1180.0,2.0,1.0,2,55.0
Jalahalli,1313.0,2.0,2.0,2,68.0
Nehru Nagar,1100.0,2.0,2.0,2,50.0
Nagarbhavi,600.0,4.0,1.0,4,78.0
Basaveshwara Nagar,1200.0,3.0,0.0,3,190.0
Srinagar,625.0,3.0,3.0,6,78.0
Vishwapriya Layout,890.0,2.0,3.0,2,37.0
Whitefield,1173.0,2.0,1.0,2,78.2
Reliaable Tranquil Layout,1190.0,2.0,1.0,2,55.0
Green Glen Layout,1250.0,2.0,0.0,2,75.0
Hoodi,1644.0,3.0,3.0,3,80.51
Yelahanka New Town,1740.0,3.0,2.0,3,150.0
Jakkur,1710.0,3.0,2.0,3,110.0
5th Phase JP Nagar,1000.0,4.0,2.0,4,130.0
Hebbal,1662.0,3.0,2.0,3,155.0
Virupakshapura,1162.0,2.0,1.0,2,48.0
Whitefield,1362.0,2.0,3.0,2,85.0
Bhagyalakshmi Avenue,540.0,1.0,1.0,1,22.5
Thanisandra,1533.0,3.0,0.0,3,75.885
Masjid e Alkareem,900.0,4.0,1.0,5,62.0
Begur Road,1410.0,2.0,3.0,3,54.99
Chikka Tirupathi,2665.0,5.0,3.0,4,125.0
Singapura Village,970.0,2.0,0.0,2,45.0
Kavika Layout,1799.0,6.0,3.0,6,101.0
8th Block Jayanagar,1500.0,6.0,1.0,6,300.0
Uttarahalli,1200.0,4.0,3.0,4,155.0
Haralur Road,1810.0,3.0,2.0,3,97.83
Sathya Layout,1084.0,2.0,1.0,2,51.0
Doddabanahalli,1500.0,3.0,2.0,3,85.0
Uttarahalli,1328.0,2.0,1.0,3,56.0
Marathahalli,1485.0,2.0,2.0,3,90.0
Pai Layout,1500.0,2.0,2.0,3,58.0
R.T. Nagar,1100.0,2.0,2.0,2,85.0
Seetharampalya,1360.0,2.0,2.0,3,73.0
1st Phase JP Nagar,900.0,2.0,1.0,2,75.0
SMV layout,600.0,3.0,3.0,3,86.0
Electronic City Phase II,1031.0,2.0,1.0,2,54.48
Whitefield,955.0,2.0,0.0,2,38.19
Uttarahalli,1040.0,2.0,2.0,2,36.4
KR Puram,2800.0,6.0,1.0,7,110.0
Kothannur,1404.0,2.0,1.0,3,56.15
Haralur Road,1200.0,2.0,2.0,2,46.0
Yelahanka,1267.0,3.0,1.0,2,78.0
Bannerghatta Road,1510.0,2.0,3.0,3,110.0
Kanakpura Road,900.0,2.0,1.0,2,42.0
Whitefield,1457.0,2.0,2.0,3,105.0
